0,1,2,3,4
0.0,0.0,0.0,0.40443066,0.5769116
0.0,0.0,0.0,0.0009480603,0.98405397
0.0,0.0,0.0,0.0,0.883024
0.0,0.0,0.0,0.0,0.81287503
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.012228861,0.73923457
0.0,0.0,0.0,0.0,0.86364436
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0037532002,0.027820626,0.96842617
0.0,0.0,0.0,0.0,0.9523074
0.0,0.0,0.20973282,0.27789697,0.2835536
0.0,0.0,0.0,0.0,0.864038
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.13877974,0.60583717
0.0,0.0,0.12077832,0.35853395,0.45406058
0.0,0.0,0.048492126,0.18430188,0.56660485
0.0,0.0,0.0,0.0,0.44550294
0.0,0.0,0.0,0.0,0.8054553
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.67970854
0.0,0.0,0.0,0.0,0.0
0.0,0.009837503,0.04405094,0.07742218,0.86868936
0.0,0.0,0.0,0.0,0.72304374
0.0,0.0,0.0,0.0,0.86208034
0.0,0.0,0.0,0.0,0.006274104
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4056912
0.0,0.0,0.0,0.0,0.5447206
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.38778406
0.0,0.004418634,0.004425578,0.23461,0.71664006
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.024013732,0.4563235,0.48461884
0.0,0.0,0.04354547,0.05152413,0.81327784
0.0,0.0,0.0,0.0,0.33998197
0.0,0.0,0.0,0.0,0.95288354
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.54726994
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.025761478,0.36589667,0.59838796
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.52885103
0.0,0.0,0.0,0.14748532,0.66732836
0.0,0.0,0.0,0.28487724,0.64043504
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.14009249,0.6947396
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.04786422,0.33138883,0.5634764
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5180237
0.0,0.0,0.0,0.054077536,0.5755174
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.41307542,0.51290786
0.015389405,0.13360608,0.20524395,0.22481218,0.31013712
0.0,0.0,0.0,0.23660912,0.7401238
0.0,0.0,0.006164074,0.038814336,0.89525306
0.0,0.0,0.08756077,0.19763115,0.6375009
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.08951247
0.0,0.0,0.0,0.0,0.39466196
0.0,0.0,0.0,0.006732179,0.95282006
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1346988,0.78972375
0.0,0.025574949,0.07990681,0.1233456,0.7708784
