0,1,2
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.11374594,0.8862541
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.036557794
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.244021,0.755979
0.0,0.41660306,0.5469896
0.0,0.0,0.0
0.0,0.0,0.6496067
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.10101158,0.8989884
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.5803694
0.0,0.0,0.91349447
0.0,0.0,0.0
0.0,0.0,0.7353085
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.7480573
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.61452717
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.8151987
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.010053584,0.9899464
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.75423455
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.03864769,0.27058882,0.3568383
0.0,0.20277828,0.7972217
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.75173634
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.19976175
0.015019305,0.37488753,0.6100932
0.0,0.31998277,0.68001723
0.0,0.0,0.06865418
0.08749352,0.23006634,0.67169684
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.9928075
0.0,0.0,0.0
0.0,0.0,0.072788835
0.0,0.0,0.53960645
0.0,0.0,0.0
0.0,0.020142958,0.979857
0.0,0.018047348,0.98195267
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.4431069
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.25064033,0.74935967
0.0,0.0,0.03060405
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.00084134936,0.9991586
0.0,0.36207688,0.52475977
0.0,0.0,0.0
0.0,0.0,0.18714175
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.87763405
0.0,0.0,0.0
0.0,0.15894194,0.7076695
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.045136407,0.95486355
0.0,0.03791987,0.9620801
0.0,0.34641668,0.5299854
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.10184522,0.1879691,0.47783273
0.0,0.0,0.0
0.11271727,0.21939135,0.3647591
0.0,0.0,0.26159164
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.08441221
0.0,0.0,0.0
0.0,0.02789551,0.19652748
0.0,0.0,0.0
0.1285284,0.15569323,0.49233896
0.0,0.08073607,0.91926396
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.053012162,0.94698787
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.38487816
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.38340202,0.56338507
0.0,0.0,0.0658123
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.26654372,0.7334563
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.058357567
0.0,0.0,0.0
0.0,0.0,0.0
0.0028342307,0.39189804,0.3984578
0.0,0.0,0.0
