0,1,2,3,4
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.17805229,0.38194552,0.44000217
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.550191
0.0,0.0,0.0,0.27514645,0.7248535
0.0,0.0,0.0,0.37933907,0.6206609
0.0,0.0,0.08775533,0.22351764,0.6887271
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.096636295,0.43617797
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.107499555,0.89250046
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.104516245,0.8954838
0.0,0.0,0.0,0.036383465,0.96361655
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.28709233,0.7129077
0.0,0.0,0.0,0.11128126,0.8887187
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0402532,0.9597468
0.0,0.0,0.01991982,0.40397322,0.5761069
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.12628213,0.8737179
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1060719,0.89392805
0.0,0.0,0.0,0.083020836,0.9169792
0.0,0.0,0.0,0.448648,0.551352
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9460264
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1623097
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.25454044,0.74545956
0.0,0.0,0.04256559,0.29638493,0.4562782
0.0,0.0,0.0,0.047039587,0.9529604
0.0,0.0,0.0,0.0043543056,0.99564564
0.0,0.0,0.0,0.21281624,0.78718376
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.24546286,0.7545371
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.18387619,0.37766972,0.4384541
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.03925643,0.47674033,0.48400322
0.0,0.0,0.0,0.4576951,0.5423049
0.0,0.0,0.0,0.36951745,0.63048255
0.0,0.0,0.12262106,0.38113588,0.49624306
0.0,0.0,0.0,0.111722395,0.88827765
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.17553054,0.82446945
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.07418875,0.9258113
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.25354722,0.2649197,0.48153302
0.0,0.0,0.0,0.16325706,0.83674294
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.012386426,0.98761356
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.17532694,0.24574712,0.5789259
0.0,0.0,0.0,0.0,0.07729161
0.0,0.0,0.0,0.48492917,0.5150708
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.25485638,0.7451436
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0028252006,0.23056161,0.76661325
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.044572353,0.95542765
0.0,0.0,0.0,0.2280553,0.7719447
0.0,0.0,0.0,0.4747309,0.52526903
0.0,0.0,0.0,0.0,0.7824692
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.3847062,0.6152938
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4702214,0.5297786
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.4807524
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0942415
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.12792438,0.8720757
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.13771383,0.86228615
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.06579558,0.2384443,0.69576013
0.0,0.0,0.091184035,0.1378081,0.77100784
0.0,0.0,0.0,0.0,0.379162
0.0,0.0,0.0,0.22310808,0.77689195
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.05550772,0.9444923
0.0,0.0,0.0,0.11292829,0.8870717
0.0,0.0,0.0,0.38410386,0.61589617
0.0,0.0,0.0,0.33479467,0.66520536
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.096665196,0.19883679,0.70449793
0.0,0.0,0.0,0.12920646,0.8707935
0.0,0.0,0.0,0.13712269,0.8628773
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.23671809,0.2877189,0.4330748
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.22292928,0.644386
0.0,0.0,0.0,0.2079075,0.79209256
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.43190157,0.5680984
0.0,0.0,0.0,0.0,0.0
